Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
2013,181.5,120.5,47,36
2015,27.5,216.5,59,34
2015,81.5,192.5,48,39
2015,156.5,219.5,61,36
2015,163.5,198.5,30,21
2015,211.5,254.5,31,23
2015,505.5,268.5,86,22
2015,509.5,209.5,75,29
2015,559.5,294.5,91,27
2015,584.5,203.5,32,21
2015,632.5,255.5,57,23
2015,690.5,264.5,30,27
2019,0.5,265.5,53,77
2019,384.5,165.5,35,41
2019,611.5,156.5,49,26
2020,25.5,283.5,27,36
2020,39.5,281.5,35,54
2020,204.5,5.5,34,37
2020,216.5,40.5,47,46
2021,456.5,40.5,73,26
2021,579.5,51.5,32,27
2021,661.5,87.5,42,43
2021,684.5,79.5,36,33
2022,93.5,18.5,117,83
2022,408.5,96.5,22,24
2022,414.5,118.5,39,40
2022,538.5,187.5,100,34
2023,177.5,212.5,163,69
2023,299.5,165.5,107,38
2024,321.5,457.5,79,23
2024,447.5,364.5,42,30
2024,539.5,260.5,27,29
2024,593.5,244.5,58,130
2024,635.5,188.5,24,23
2024,649.5,218.5,32,47
2024,657.5,151.5,26,28
2025,0.5,86.5,46,28
2025,150.5,54.5,38,21
2026,277.5,3.5,101,31
2028,0.5,287.5,95,98
2028,111.5,207.5,41,23
2028,181.5,283.5,89,28
2028,299.5,239.5,29,22
2028,418.5,266.5,138,51
2030,34.5,170.5,28,22
2030,37.5,183.5,43,27
2031,142.5,148.5,201,199
2032,0.5,241.5,27,49
2032,16.5,149.5,28,40
2032,171.5,107.5,26,29
2034,0.5,152.5,72,46
2034,10.5,124.5,40,27
2034,162.5,144.5,43,26
2035,0.5,373.5,69,40
2035,107.5,420.5,121,60
2035,393.5,231.5,54,23
2035,528.5,163.5,60,29
2036,363.5,0.5,65,27
2036,628.5,0.5,80,57
2039,303.5,203.5,103,25
2039,538.5,159.5,60,25
2039,608.5,231.5,112,73
2040,19.5,153.5,43,32
2040,120.5,150.5,600,330
2040,155.5,98.5,110,111
2040,243.5,85.5,82,82
2041,463.5,70.5,184,83
2042,549.5,147.5,65,31
2043,685.5,32.5,21,24
2045,42.5,221.5,41,42
2045,152.5,210.5,72,40
2047,153.5,212.5,39,31
2048,145.5,120.5,126,47
2049,15.5,76.5,28,37
2050,0.5,46.5,211,144
2050,287.5,129.5,54,24
2050,338.5,147.5,38,26
2050,382.5,135.5,33,27
2050,389.5,142.5,75,57
2050,457.5,190.5,42,33
2050,476.5,165.5,30,33
2050,551.5,235.5,62,25
2052,9.5,141.5,38,23
2052,617.5,143.5,28,22
2053,175.5,28.5,60,31
2053,324.5,76.5,113,101
2054,506.5,173.5,29,21
2055,62.5,174.5,58,53
2055,194.5,232.5,286,213
2055,442.5,199.5,90,32
2056,196.5,113.5,127,45
2056,660.5,208.5,60,52
2057,537.5,71.5,44,41
2057,569.5,109.5,54,28
2057,587.5,49.5,67,55
2059,377.5,198.5,201,70
2059,648.5,111.5,40,29
2060,416.5,232.5,49,31
2063,0.5,138.5,90,63
2063,94.5,112.5,105,71
2063,140.5,139.5,245,253
2063,501.5,316.5,169,164
2063,540.5,145.5,25,27
2063,610.5,433.5,93,47
2065,1.5,114.5,32,27
2066,0.5,291.5,91,189
2066,428.5,23.5,36,30
2066,515.5,71.5,26,21
2068,231.5,165.5,87,29
2068,253.5,59.5,29,25
2068,256.5,143.5,77,22
2068,488.5,371.5,232,109
2068,500.5,198.5,86,30
2070,561.5,83.5,36,29
2073,177.5,0.5,231,187
2073,548.5,14.5,46,24
2073,594.5,18.5,47,28
2074,0.5,215.5,125,152
2074,24.5,111.5,160,150
2074,179.5,0.5,316,239
2074,450.5,0.5,111,68
2076,13.5,133.5,55,41
2076,631.5,196.5,55,27
2077,21.5,242.5,52,22
2077,103.5,168.5,38,26
2082,97.5,186.5,64,37
2082,266.5,206.5,56,39
2082,555.5,307.5,71,31
2084,162.5,219.5,200,38
2085,279.5,0.5,66,52
2085,699.5,174.5,21,30
2086,200.5,57.5,36,23
2086,610.5,207.5,22,27
2087,527.5,144.5,39,26
2087,643.5,100.5,77,40
2089,32.5,102.5,89,48
2090,0.5,449.5,58,31
2090,57.5,42.5,71,25
2090,127.5,44.5,48,25
2090,473.5,139.5,134,57
2090,514.5,236.5,205,165
2090,603.5,370.5,117,110
2090,660.5,204.5,60,159
2091,0.5,279.5,45,26
2091,131.5,193.5,41,29
2091,192.5,203.5,65,25
2091,205.5,154.5,50,43
2091,205.5,361.5,217,75
2091,252.5,174.5,76,47
2091,283.5,276.5,116,62
2091,284.5,158.5,66,25
2091,353.5,151.5,36,34
2091,386.5,144.5,41,33
2091,390.5,196.5,123,51
2091,410.5,126.5,38,37
2091,558.5,108.5,36,40
2092,436.5,45.5,41,33
2092,454.5,95.5,51,25
2092,593.5,121.5,38,35
2092,597.5,183.5,64,50
2092,617.5,133.5,65,62
2092,629.5,179.5,34,24
2093,101.5,324.5,62,54
2093,193.5,363.5,46,29
2093,284.5,411.5,76,57
2093,462.5,448.5,39,27
2093,489.5,434.5,31,23
2094,115.5,221.5,111,87
2095,33.5,305.5,32,28
2095,249.5,323.5,115,31
2095,361.5,333.5,40,23
2095,391.5,264.5,48,30
2096,52.5,388.5,42,24
2096,126.5,313.5,59,25
2096,274.5,233.5,31,27
2096,401.5,188.5,55,38
2097,434.5,158.5,41,27
2098,96.5,261.5,78,32
2098,291.5,98.5,429,381
2100,47.5,84.5,59,44
2100,122.5,109.5,26,30
2100,161.5,132.5,23,31
2100,380.5,236.5,26,23
2100,447.5,354.5,61,40
2102,108.5,213.5,100,88
2102,331.5,173.5,47,23
2102,428.5,107.5,72,52
2102,579.5,91.5,41,34
2102,637.5,79.5,37,31
2102,685.5,87.5,35,33
2103,44.5,187.5,103,29
2103,283.5,142.5,35,33
2103,324.5,307.5,219,151
2103,390.5,255.5,88,29
2103,502.5,226.5,139,96
2103,648.5,262.5,29,23
2103,695.5,262.5,25,23
2104,0.5,230.5,39,23
2105,0.5,56.5,86,110
2105,0.5,177.5,21,54
2105,187.5,55.5,48,30
2105,190.5,119.5,154,106
2105,341.5,99.5,126,122
2105,519.5,44.5,69,52
2105,545.5,94.5,74,55
2106,386.5,233.5,145,77
2106,595.5,458.5,45,22
2107,687.5,162.5,22,22
2110,0.5,217.5,33,45
2113,0.5,0.5,305,480
2113,246.5,132.5,222,348
2113,389.5,414.5,69,66
2113,672.5,153.5,38,30
2114,110.5,134.5,147,78
2114,225.5,133.5,74,28
2114,226.5,112.5,40,24
2114,381.5,59.5,54,31
2114,472.5,53.5,66,45
2117,125.5,0.5,53,21
2118,518.5,117.5,27,21
2119,45.5,226.5,53,45
2119,241.5,202.5,38,42
2119,506.5,219.5,118,30
2120,60.5,273.5,107,81
2120,182.5,260.5,52,37
2120,238.5,258.5,38,24
2120,540.5,195.5,64,23
2120,552.5,158.5,45,31
2121,4.5,103.5,33,45
2122,0.5,330.5,283,140
2122,591.5,251.5,101,87
2123,342.5,0.5,43,21
2123,438.5,22.5,30,27
2123,533.5,104.5,48,35
2123,598.5,201.5,58,36
2125,142.5,111.5,32,26
2129,4.5,147.5,167,72
2129,181.5,140.5,23,28
2129,277.5,148.5,32,41
2129,482.5,205.5,57,54
2129,511.5,255.5,63,39
2129,534.5,200.5,75,57
2129,617.5,298.5,57,35
2130,0.5,361.5,43,40
2130,2.5,340.5,32,22
2130,17.5,298.5,562,182
2130,270.5,277.5,39,28
2130,325.5,263.5,43,34
2130,457.5,178.5,117,157
2130,652.5,221.5,54,22
2132,316.5,151.5,37,32
2132,411.5,155.5,34,29
2132,474.5,192.5,57,25
2132,629.5,181.5,21,23
2134,656.5,2.5,64,114
2135,0.5,346.5,96,56
2136,125.5,141.5,35,35
2136,170.5,97.5,69,68
2136,229.5,90.5,30,31
2136,376.5,56.5,52,24
2136,437.5,30.5,23,22
2138,353.5,199.5,94,72
2138,551.5,194.5,24,21
2138,586.5,183.5,35,25
2138,616.5,189.5,67,30
2139,0.5,256.5,28,26
2140,71.5,147.5,38,31
2140,113.5,119.5,48,27
2140,275.5,42.5,31,23
2141,0.5,342.5,58,27
2141,32.5,285.5,49,43
2141,83.5,280.5,39,28
2141,480.5,172.5,76,47
2142,518.5,65.5,27,24
2142,648.5,87.5,44,29
2143,585.5,297.5,77,35
2144,0.5,240.5,103,86
2144,354.5,88.5,29,26
2144,489.5,85.5,49,39
2144,537.5,102.5,34,25
2145,0.5,112.5,80,27
2145,51.5,0.5,283,152
2145,334.5,0.5,75,37
2145,618.5,27.5,102,95
2146,231.5,57.5,85,28
2147,696.5,31.5,24,46
2150,29.5,310.5,392,170
2150,58.5,170.5,72,46
2150,111.5,152.5,68,37
2150,312.5,109.5,73,93
2150,384.5,112.5,73,57
2150,476.5,0.5,65,53
2150,671.5,0.5,49,105
2151,312.5,97.5,28,29
2156,0.5,261.5,174,62
2156,26.5,196.5,48,66
2156,74.5,192.5,83,69
2156,149.5,220.5,52,27
2156,285.5,225.5,38,44
2156,321.5,214.5,26,22
2156,438.5,220.5,41,21
2156,508.5,202.5,52,44
2156,615.5,223.5,54,29
2156,681.5,234.5,39,41
2157,81.5,128.5,61,29
2157,150.5,204.5,48,26
2157,647.5,0.5,42,35
2158,28.5,330.5,103,70
2158,382.5,163.5,27,25
2158,677.5,72.5,43,23
2160,473.5,277.5,70,34
2160,639.5,273.5,24,24
2160,663.5,279.5,30,29
2161,636.5,193.5,72,40
2162,356.5,330.5,224,150
2162,366.5,223.5,81,53
2162,441.5,220.5,69,72
2162,535.5,285.5,88,25
2162,591.5,258.5,62,22
2162,641.5,229.5,79,192
2163,553.5,235.5,44,40
2166,259.5,1.5,35,23
2167,359.5,71.5,25,24
2169,436.5,32.5,35,29
2169,585.5,69.5,54,43
2171,62.5,239.5,33,24
2171,83.5,117.5,133,103
2171,412.5,208.5,52,26
2171,464.5,315.5,256,87
2171,493.5,222.5,46,24
2174,88.5,73.5,25,23
2174,453.5,157.5,33,34
2176,576.5,235.5,44,23
2179,0.5,396.5,407,84
2179,171.5,193.5,43,33
2179,346.5,217.5,48,21
2179,504.5,246.5,57,23
2179,562.5,223.5,39,54
2179,579.5,278.5,95,21
2179,630.5,233.5,45,49
2180,0.5,49.5,34,27
2180,0.5,87.5,28,21
2180,27.5,137.5,82,81
2180,94.5,14.5,35,29
2180,133.5,25.5,60,21
2180,194.5,0.5,98,41
2181,532.5,113.5,30,21
2182,460.5,134.5,62,29
2184,688.5,109.5,32,25
2185,450.5,94.5,127,29
2188,66.5,137.5,82,76
2188,140.5,157.5,68,51
2188,308.5,227.5,79,47
2188,597.5,234.5,88,105
2189,27.5,47.5,26,21
2189,81.5,70.5,33,23
2189,97.5,77.5,54,28
2189,626.5,435.5,23,22
2190,79.5,205.5,35,21
2191,170.5,56.5,42,36
2191,271.5,130.5,184,56
2191,607.5,139.5,79,35
2192,458.5,288.5,119,182
2194,78.5,128.5,143,32
2194,104.5,83.5,57,24
2194,377.5,45.5,86,30
2195,252.5,96.5,22,23
2195,306.5,306.5,60,92
2195,361.5,210.5,30,35
2195,381.5,218.5,59,66
2195,432.5,247.5,57,68
2195,478.5,339.5,21,23
2195,480.5,311.5,24,22
2195,488.5,373.5,24,31
2195,502.5,358.5,29,33
2195,602.5,434.5,22,24
2196,180.5,199.5,90,70
2196,255.5,241.5,54,51
2196,310.5,263.5,92,48
2197,476.5,102.5,23,21
2197,611.5,80.5,44,31
2198,40.5,141.5,79,50
2198,85.5,116.5,40,30
2198,168.5,158.5,56,27
2198,421.5,183.5,46,37
2199,136.5,137.5,41,33
2199,175.5,86.5,114,111
2199,438.5,154.5,59,51
2199,462.5,217.5,52,52
2201,524.5,147.5,38,29
2202,313.5,0.5,44,28
2202,634.5,218.5,59,30
2204,109.5,311.5,23,25
2205,64.5,191.5,215,122
2205,512.5,172.5,84,46
2208,4.5,233.5,71,25
2208,259.5,212.5,27,21
2212,0.5,88.5,27,30
2212,94.5,105.5,48,27
2213,686.5,330.5,34,28
2214,0.5,127.5,78,205
2215,6.5,271.5,74,25
2216,26.5,109.5,23,25
2216,594.5,63.5,71,68
2220,16.5,94.5,56,26
2220,109.5,106.5,93,23
2220,311.5,105.5,94,26
2222,0.5,51.5,54,27
2222,294.5,67.5,101,25
2223,0.5,319.5,70,63
2223,18.5,232.5,54,49
2224,568.5,190.5,69,45
2224,591.5,169.5,27,21
2226,685.5,333.5,25,21
2227,592.5,105.5,34,23
2228,60.5,301.5,82,48
2229,630.5,264.5,73,24
2230,471.5,81.5,21,21
2230,672.5,92.5,39,22
2231,48.5,405.5,38,41
2231,278.5,248.5,31,24
2231,625.5,34.5,24,21
2232,0.5,321.5,51,159
2232,191.5,351.5,101,29
2232,275.5,306.5,93,58
2232,356.5,369.5,51,25
2232,408.5,362.5,65,29
2232,511.5,308.5,101,41
2233,111.5,77.5,41,29
2233,214.5,85.5,75,49
2233,290.5,91.5,53,27
2233,415.5,139.5,53,21
2233,467.5,165.5,64,24
2233,490.5,132.5,53,36
2234,687.5,112.5,29,26
2236,687.5,257.5,33,85
2237,199.5,77.5,56,24
2237,333.5,94.5,40,23
2237,468.5,145.5,72,39
2237,531.5,231.5,86,40
2237,572.5,205.5,37,26
2238,0.5,225.5,54,50
2238,68.5,220.5,27,22
2238,94.5,212.5,31,25
2239,594.5,137.5,35,21
2239,620.5,147.5,39,22
2240,76.5,178.5,26,28
2240,132.5,150.5,25,28
2240,170.5,136.5,26,21
2240,472.5,47.5,29,27
2241,442.5,284.5,41,30
2242,25.5,124.5,32,26
2242,82.5,119.5,22,22
2244,498.5,338.5,125,124
2245,370.5,31.5,100,34
2246,81.5,268.5,179,68
2246,232.5,175.5,112,67
2246,421.5,108.5,271,260
2248,12.5,128.5,408,276
2248,246.5,0.5,195,130
2248,437.5,0.5,107,133
2248,574.5,100.5,81,25
2249,26.5,455.5,156,25
2249,121.5,305.5,23,22
2249,300.5,343.5,93,46
2249,512.5,311.5,58,73
2249,526.5,273.5,113,29
2251,0.5,157.5,30,42
2251,267.5,12.5,213,151
2254,0.5,147.5,32,42
2254,32.5,146.5,54,39
2254,143.5,231.5,136,43
2256,34.5,313.5,26,21
2256,188.5,266.5,23,27
2256,196.5,310.5,52,23
2256,248.5,257.5,46,37
2256,301.5,247.5,59,42
2256,354.5,219.5,50,48
2256,405.5,213.5,65,52
2256,458.5,182.5,96,86
2256,521.5,223.5,136,79
2259,79.5,130.5,63,23
2259,298.5,60.5,23,21
2260,265.5,220.5,40,38
2260,393.5,240.5,52,59
2260,582.5,316.5,86,21
2261,184.5,184.5,33,21
2262,321.5,134.5,62,42
2262,384.5,128.5,29,24
2263,210.5,178.5,85,59
2263,289.5,255.5,45,29
2263,330.5,222.5,72,60
2263,531.5,288.5,26,25
2263,569.5,315.5,41,40
2263,672.5,404.5,26,24
2263,697.5,411.5,23,31
2265,178.5,128.5,34,28
2265,232.5,114.5,35,36
2265,283.5,149.5,28,22
2265,569.5,327.5,30,21
2267,605.5,141.5,27,21
2268,539.5,255.5,181,225
2269,466.5,189.5,26,21
2269,596.5,200.5,23,22
2269,659.5,225.5,30,25
2270,688.5,70.5,32,41
2271,31.5,382.5,111,47
2273,529.5,307.5,41,25
2273,620.5,357.5,42,30
2273,656.5,409.5,52,53
2274,38.5,199.5,66,34
2275,494.5,125.5,26,29
2275,531.5,133.5,41,32
2278,11.5,315.5,195,165
2278,380.5,194.5,87,37
2279,4.5,201.5,58,38
2279,148.5,348.5,183,132
2279,164.5,209.5,94,28
2279,413.5,94.5,183,160
2279,688.5,225.5,32,74
2280,0.5,105.5,175,201
2280,134.5,71.5,115,81
2280,250.5,42.5,99,65
2280,520.5,27.5,44,25
2281,0.5,0.5,520,480
2281,471.5,114.5,235,286
2281,657.5,105.5,25,23
2282,52.5,137.5,69,21
2282,110.5,138.5,70,23
2282,195.5,130.5,48,35
2282,240.5,122.5,35,47
2282,381.5,175.5,32,27
2282,412.5,179.5,49,28
2282,590.5,223.5,30,29
2282,634.5,254.5,39,41
2283,52.5,124.5,48,23
2283,363.5,227.5,48,35
2283,493.5,178.5,87,66
2283,641.5,137.5,79,144
2284,520.5,133.5,42,37
2285,232.5,176.5,22,24
2286,453.5,89.5,55,29
2286,524.5,119.5,32,25
2286,610.5,167.5,33,26
2286,687.5,236.5,33,25
2287,0.5,317.5,37,21
2287,170.5,315.5,191,108
2287,226.5,247.5,30,27
2289,608.5,237.5,45,36
2290,656.5,186.5,32,26
2293,0.5,203.5,28,61
2293,184.5,161.5,78,63
2293,235.5,187.5,75,52
2293,295.5,175.5,35,24
2293,318.5,396.5,305,84
2293,444.5,158.5,63,56
2293,543.5,196.5,40,27
2298,31.5,337.5,503,143
2298,292.5,7.5,61,41
2298,421.5,17.5,29,24
2298,480.5,26.5,33,42
2298,546.5,49.5,41,21
2300,19.5,105.5,150,51
2300,167.5,126.5,65,39
2300,388.5,184.5,95,80
2300,442.5,157.5,29,27
2300,470.5,176.5,29,40
2300,519.5,160.5,42,30
2300,579.5,248.5,24,24
2300,645.5,220.5,30,39
2300,660.5,346.5,53,38
2300,690.5,324.5,30,45
2301,85.5,46.5,36,30
2303,81.5,197.5,63,25
2303,631.5,115.5,27,21
2306,113.5,255.5,36,30
2306,226.5,246.5,47,37
2306,390.5,239.5,44,27
2307,114.5,43.5,55,36
2307,405.5,0.5,98,58
2311,22.5,364.5,100,76
2311,87.5,321.5,66,39
2311,306.5,209.5,77,40
2311,361.5,158.5,30,28
2311,396.5,156.5,35,23
2311,446.5,155.5,46,45
2311,489.5,144.5,41,27
2311,586.5,60.5,60,54
2311,640.5,0.5,80,90
2313,321.5,109.5,29,26
2314,0.5,192.5,61,37
2314,20.5,218.5,96,30
2314,682.5,415.5,38,65
2315,264.5,284.5,66,28
2315,374.5,198.5,57,31
2315,411.5,220.5,30,26
2316,131.5,109.5,116,67
2316,169.5,0.5,113,103
2316,594.5,17.5,126,134
2318,604.5,219.5,28,34
2319,343.5,366.5,125,45
2324,519.5,119.5,34,31
2330,85.5,21.5,138,128
2330,197.5,23.5,73,38
2330,309.5,32.5,54,35
2331,1.5,137.5,33,46
2331,70.5,30.5,26,40
2334,511.5,107.5,51,42
2336,538.5,265.5,35,26
2337,0.5,82.5,329,398
2338,687.5,101.5,28,26
2339,307.5,118.5,51,40
2339,319.5,236.5,113,49
2340,145.5,183.5,41,23
2340,433.5,311.5,206,118
2340,658.5,266.5,41,33
2341,202.5,107.5,49,29
2341,623.5,133.5,32,24
2342,280.5,305.5,174,82
2343,0.5,204.5,101,90
2343,73.5,157.5,34,26
2343,166.5,97.5,38,28
2343,282.5,49.5,31,24
2345,598.5,318.5,122,162
2346,369.5,91.5,148,58
2346,435.5,57.5,49,31
2346,517.5,33.5,155,165
2348,143.5,181.5,48,21
2349,204.5,0.5,62,21
2350,197.5,252.5,69,23
2351,427.5,152.5,77,25
2353,542.5,136.5,40,37
2354,472.5,68.5,183,100
2355,0.5,174.5,32,27
2355,582.5,56.5,51,36
2356,0.5,375.5,66,46
2356,58.5,304.5,68,23
2356,91.5,239.5,112,66
2356,308.5,260.5,83,22
2356,388.5,193.5,84,60
2356,461.5,211.5,36,26
2356,507.5,320.5,75,86
2356,583.5,325.5,137,84
2356,587.5,181.5,31,32
2356,620.5,166.5,29,31
2357,0.5,219.5,212,117
2357,685.5,260.5,35,49
2359,102.5,172.5,138,44
2359,581.5,225.5,55,50
2361,86.5,184.5,75,45
2361,222.5,194.5,30,23
2361,297.5,202.5,39,28
2361,371.5,275.5,93,21
2362,32.5,374.5,38,31
2362,215.5,265.5,30,27
2362,272.5,301.5,87,41
2362,303.5,228.5,45,28
2362,349.5,205.5,33,40
2362,451.5,171.5,33,22
2362,561.5,168.5,50,31
2362,594.5,124.5,33,22
2363,10.5,384.5,57,53
2363,181.5,308.5,35,22
2363,283.5,256.5,37,23
2363,290.5,229.5,35,33
2363,394.5,166.5,47,37
2364,0.5,237.5,67,56
2364,222.5,127.5,65,40
2364,507.5,188.5,59,23
2364,633.5,272.5,73,34
2366,55.5,201.5,156,32
2366,239.5,190.5,86,42
2366,348.5,173.5,102,79
2366,467.5,263.5,60,23
2366,525.5,266.5,28,21
2366,630.5,309.5,90,56
2367,267.5,0.5,64,22
2368,0.5,4.5,46,61
2368,90.5,37.5,26,25
2368,167.5,53.5,42,43
2368,171.5,102.5,58,24
2368,206.5,53.5,24,29
2368,253.5,63.5,25,26
2368,294.5,72.5,38,35
2368,606.5,236.5,57,59
2368,671.5,306.5,49,34
2369,0.5,136.5,29,46
2369,44.5,16.5,147,138
2370,610.5,33.5,78,51
2371,39.5,148.5,44,22
2372,0.5,281.5,179,105
2374,27.5,196.5,96,29
2376,340.5,231.5,42,27
2377,691.5,1.5,28,24
2379,262.5,122.5,45,47
2381,345.5,26.5,33,30
2381,422.5,64.5,28,22
2381,683.5,221.5,27,28
2383,0.5,193.5,42,50
2384,0.5,127.5,72,36
2384,0.5,227.5,120,132
2384,364.5,68.5,90,26
2385,562.5,57.5,43,33
2386,83.5,241.5,66,63
2387,576.5,50.5,37,28
2391,139.5,100.5,32,34
2395,373.5,214.5,71,78
2395,545.5,317.5,30,26
2395,559.5,343.5,82,43
2395,639.5,350.5,45,36
2396,15.5,39.5,33,33
2396,59.5,41.5,98,40
2397,307.5,178.5,55,26
2398,117.5,195.5,22,22
2398,203.5,166.5,125,57
2398,342.5,107.5,39,22
2398,385.5,82.5,45,31
2400,130.5,205.5,23,23
2400,209.5,192.5,69,22
2402,535.5,369.5,185,111
2404,501.5,174.5,65,33
2405,103.5,166.5,31,33
2405,179.5,149.5,25,22
2407,352.5,396.5,45,35
2408,75.5,43.5,45,34
2408,143.5,16.5,90,81
2408,447.5,106.5,102,33
2408,536.5,113.5,70,41
2409,671.5,0.5,49,36
2411,90.5,273.5,27,26
2411,611.5,126.5,43,22
2412,14.5,121.5,47,40
2416,297.5,206.5,151,60
2417,0.5,298.5,36,25
2417,172.5,319.5,62,29
2417,458.5,291.5,58,44
2417,517.5,296.5,44,21
2419,629.5,197.5,32,24
2419,680.5,207.5,24,25
2423,60.5,191.5,177,96
2423,105.5,57.5,127,77
2423,326.5,78.5,98,22
2423,697.5,98.5,23,31
2425,0.5,233.5,39,51
2425,17.5,353.5,125,50
2425,107.5,193.5,80,64
2425,162.5,156.5,94,55
2425,261.5,149.5,65,40
2425,339.5,153.5,51,40
2425,352.5,207.5,145,38
2425,440.5,98.5,138,95
2425,569.5,111.5,30,29
2428,385.5,384.5,280,96
2429,249.5,121.5,65,32
2430,463.5,15.5,45,30
2430,592.5,14.5,59,43
2430,643.5,16.5,31,24
2431,524.5,70.5,60,25
2432,86.5,202.5,66,42
2432,184.5,232.5,82,35
2432,296.5,252.5,61,33
2432,444.5,327.5,93,36
2433,0.5,168.5,72,51
2433,71.5,172.5,40,30
2433,164.5,194.5,78,31
2433,321.5,213.5,91,35
2433,539.5,222.5,83,23
2434,46.5,256.5,26,29
2435,2.5,67.5,24,21
2435,2.5,77.5,45,29
2435,90.5,47.5,65,37
2436,0.5,265.5,34,26
2436,72.5,246.5,71,58
2436,284.5,212.5,40,23
2437,120.5,120.5,41,32
2437,290.5,106.5,35,22
2437,339.5,100.5,37,28
2437,636.5,224.5,50,27
2439,660.5,93.5,28,22
2441,18.5,350.5,87,76
2441,92.5,203.5,54,55
2441,146.5,179.5,55,68
2441,226.5,156.5,83,49
2441,591.5,195.5,129,141
2443,601.5,114.5,50,56
2443,667.5,139.5,53,24
2444,288.5,253.5,79,48
2444,551.5,150.5,64,43
2445,0.5,104.5,220,128
2445,457.5,31.5,34,22
2447,13.5,16.5,129,124
2448,381.5,146.5,54,25
2451,0.5,226.5,84,26
2451,211.5,215.5,30,28
2452,367.5,145.5,81,75
2452,530.5,179.5,105,68
2452,654.5,172.5,66,124
2453,66.5,211.5,48,28
2453,595.5,262.5,27,22
2454,520.5,34.5,26,23
2454,655.5,78.5,39,23
2455,0.5,352.5,53,39
2455,146.5,236.5,75,56
2455,595.5,86.5,72,74
2456,134.5,257.5,317,144
2456,142.5,187.5,47,25
2457,433.5,196.5,37,22
2457,525.5,171.5,29,33
2458,196.5,241.5,97,42
2458,404.5,125.5,132,136
2458,556.5,153.5,28,31
2458,680.5,172.5,29,27
2460,0.5,40.5,42,30
2460,57.5,181.5,205,272
2460,112.5,77.5,35,27
2460,228.5,0.5,229,98
2460,263.5,112.5,302,291
2460,444.5,0.5,276,108
2461,0.5,112.5,174,368
2461,48.5,160.5,79,55
2461,402.5,142.5,50,23
2461,500.5,147.5,37,21
2461,557.5,157.5,121,108
2461,679.5,156.5,41,98
2463,140.5,186.5,29,21
2463,176.5,242.5,73,22
2463,436.5,160.5,67,30
2463,520.5,166.5,34,26
2463,620.5,172.5,61,84
2464,564.5,352.5,156,128
2465,85.5,44.5,190,168
2465,288.5,98.5,25,26
2465,332.5,102.5,51,21
2466,27.5,74.5,56,37
2466,41.5,153.5,491,297
2466,176.5,0.5,60,38
2467,41.5,169.5,150,109
2467,181.5,191.5,81,62
2467,258.5,244.5,168,83
2467,699.5,243.5,21,54
2468,93.5,319.5,218,87
2468,144.5,237.5,90,84
2469,202.5,294.5,101,27
2469,560.5,201.5,69,22
2469,673.5,165.5,33,30
2470,562.5,67.5,40,22
2472,50.5,189.5,63,55
2472,295.5,148.5,23,27
2472,463.5,138.5,35,21
2472,518.5,132.5,32,30
2472,544.5,210.5,54,26
2473,492.5,196.5,127,139
2473,611.5,154.5,57,41
2474,0.5,162.5,27,36
2474,61.5,148.5,28,31
2474,79.5,163.5,50,29
2474,155.5,159.5,46,28
2474,681.5,241.5,39,83
2475,254.5,238.5,22,24
2475,343.5,245.5,124,54
2475,397.5,197.5,21,24
2475,437.5,179.5,78,57
2475,445.5,181.5,27,28
2475,515.5,164.5,38,32
2475,516.5,191.5,55,21
2475,693.5,103.5,27,45
2480,178.5,158.5,113,29
2481,413.5,244.5,128,62
2481,542.5,288.5,34,31
2482,573.5,156.5,39,22
2486,692.5,218.5,23,25
2487,5.5,172.5,78,29
2488,40.5,165.5,44,22
2488,92.5,129.5,25,22
2488,118.5,107.5,56,31
2488,278.5,91.5,75,22
2488,315.5,46.5,48,34
2488,433.5,11.5,34,33
2488,454.5,17.5,126,98
2488,620.5,18.5,65,37
2488,684.5,34.5,36,47
2489,234.5,57.5,40,24
2489,329.5,90.5,35,22
2489,359.5,135.5,50,26
2489,606.5,178.5,46,31
2490,0.5,293.5,41,98
2490,80.5,62.5,70,32
2490,114.5,139.5,175,108
2490,496.5,0.5,174,30
2491,10.5,218.5,142,71
2493,483.5,242.5,172,70
2493,554.5,151.5,45,29
2494,334.5,165.5,60,42
2494,429.5,124.5,67,64
2494,557.5,139.5,27,31
2494,675.5,152.5,45,46
2495,37.5,98.5,92,84
2496,32.5,182.5,37,36
2496,114.5,75.5,62,62
2496,175.5,74.5,46,34
2496,238.5,26.5,58,57
2498,696.5,28.5,24,41
2501,61.5,62.5,68,22
2502,136.5,96.5,42,33
2503,486.5,30.5,83,24
2504,463.5,158.5,106,32
2504,579.5,92.5,26,21
2505,11.5,155.5,76,47
2505,302.5,52.5,28,22
2506,0.5,352.5,53,62
2506,356.5,136.5,25,24
2507,0.5,294.5,173,186
2507,349.5,307.5,61,22
2508,491.5,18.5,29,32
2509,184.5,290.5,52,30
2509,249.5,282.5,48,28
2509,326.5,264.5,46,34
2509,462.5,252.5,21,27
2509,475.5,335.5,43,22
2509,483.5,251.5,54,33
2509,518.5,331.5,100,24
2509,539.5,255.5,23,22
2509,631.5,242.5,33,22
2509,662.5,242.5,30,23
2510,27.5,139.5,76,72
2510,386.5,129.5,30,31
2510,446.5,98.5,107,106
2510,552.5,101.5,32,31
2510,576.5,134.5,123,69
2510,622.5,107.5,27,30
2510,663.5,383.5,57,97
